Dataset,Classifier,Clustering,K,TrainAccuracy,TestAccuracy
statlog-vehicle,svmLinear,km,121,0.856132075471698,0.753554502369668
statlog-vehicle,svmLinear,km,122,0.834905660377358,0.781990521327014
statlog-vehicle,svmLinear,km,123,0.851415094339623,0.734597156398104
statlog-vehicle,svmLinear,km,124,0.827830188679245,0.744075829383886
statlog-vehicle,svmLinear,km,125,0.841981132075472,0.758293838862559
statlog-vehicle,svmLinear,km,126,0.856132075471698,0.734597156398104
statlog-vehicle,svmLinear,km,127,0.844339622641509,0.744075829383886
statlog-vehicle,svmLinear,km,128,0.841981132075472,0.755924170616114
statlog-vehicle,svmLinear,km,129,0.851415094339623,0.753554502369668
statlog-vehicle,svmLinear,km,130,0.841981132075472,0.767772511848341
statlog-vehicle,svmLinear,km,131,0.865566037735849,0.76303317535545
statlog-vehicle,svmLinear,km,132,0.844339622641509,0.753554502369668
statlog-vehicle,svmLinear,km,133,0.867924528301887,0.748815165876777
statlog-vehicle,svmLinear,km,134,0.85377358490566,0.741706161137441
statlog-vehicle,svmLinear,km,135,0.841981132075472,0.748815165876777
statlog-vehicle,svmLinear,km,136,0.839622641509434,0.748815165876777
statlog-vehicle,svmLinear,km,137,0.879716981132076,0.734597156398104
statlog-vehicle,svmLinear,km,138,0.839622641509434,0.729857819905213
statlog-vehicle,svmLinear,km,139,0.830188679245283,0.786729857819905
statlog-vehicle,svmLinear,km,140,0.846698113207547,0.78436018957346
statlog-vehicle,svmLinear,km,141,0.834905660377358,0.741706161137441
statlog-vehicle,svmLinear,km,142,0.870283018867924,0.734597156398104
statlog-vehicle,svmLinear,km,143,0.856132075471698,0.755924170616114
statlog-vehicle,svmLinear,km,144,0.867924528301887,0.758293838862559
statlog-vehicle,svmLinear,km,145,0.839622641509434,0.746445497630332
statlog-vehicle,svmLinear,km,146,0.856132075471698,0.755924170616114
statlog-vehicle,svmLinear,km,147,0.860849056603774,0.729857819905213
statlog-vehicle,svmLinear,km,148,0.839622641509434,0.76303317535545
statlog-vehicle,svmLinear,km,149,0.860849056603774,0.751184834123223
statlog-vehicle,svmLinear,km,150,0.846698113207547,0.779620853080569
statlog-vehicle,svmLinear,km,151,0.851415094339623,0.765402843601896
statlog-vehicle,svmLinear,km,152,0.827830188679245,0.760663507109005
statlog-vehicle,svmLinear,km,153,0.856132075471698,0.741706161137441
statlog-vehicle,svmLinear,km,154,0.851415094339623,0.767772511848341
statlog-vehicle,svmLinear,km,155,0.851415094339623,0.777251184834123
statlog-vehicle,svmLinear,km,156,0.875,0.748815165876777
statlog-vehicle,svmLinear,km,157,0.875,0.758293838862559
statlog-vehicle,svmLinear,km,158,0.872641509433962,0.722748815165877
statlog-vehicle,svmLinear,km,159,0.867924528301887,0.753554502369668
statlog-vehicle,svmLinear,km,160,0.849056603773585,0.751184834123223
statlog-vehicle,svmLinear,km,161,0.860849056603774,0.76303317535545
statlog-vehicle,svmLinear,km,162,0.872641509433962,0.751184834123223
statlog-vehicle,svmLinear,km,163,0.85377358490566,0.732227488151659
statlog-vehicle,svmLinear,km,164,0.844339622641509,0.770142180094787
statlog-vehicle,svmLinear,km,165,0.860849056603774,0.753554502369668
statlog-vehicle,svmLinear,km,166,0.858490566037736,0.789099526066351
statlog-vehicle,svmLinear,km,167,0.851415094339623,0.746445497630332
statlog-vehicle,svmLinear,km,168,0.856132075471698,0.779620853080569
statlog-vehicle,svmLinear,km,169,0.863207547169811,0.746445497630332
statlog-vehicle,svmLinear,km,170,0.863207547169811,0.78436018957346
statlog-vehicle,svmLinear,km,171,0.879716981132076,0.71563981042654
statlog-vehicle,svmLinear,km,172,0.875,0.746445497630332
statlog-vehicle,svmLinear,km,173,0.865566037735849,0.744075829383886
statlog-vehicle,svmLinear,km,174,0.867924528301887,0.751184834123223
statlog-vehicle,svmLinear,km,175,0.865566037735849,0.751184834123223
statlog-vehicle,svmLinear,km,176,0.860849056603774,0.748815165876777
statlog-vehicle,svmLinear,km,177,0.879716981132076,0.734597156398104
statlog-vehicle,svmLinear,km,178,0.867924528301887,0.758293838862559
statlog-vehicle,svmLinear,km,179,0.879716981132076,0.725118483412322
statlog-vehicle,svmLinear,km,180,0.870283018867924,0.789099526066351
statlog-vehicle,svmLinear,km,181,0.856132075471698,0.779620853080569
statlog-vehicle,svmLinear,km,182,0.863207547169811,0.746445497630332
statlog-vehicle,svmLinear,km,183,0.884433962264151,0.741706161137441
statlog-vehicle,svmLinear,km,184,0.872641509433962,0.758293838862559
statlog-vehicle,svmLinear,km,185,0.870283018867924,0.770142180094787
statlog-vehicle,svmLinear,km,186,0.867924528301887,0.793838862559242
statlog-vehicle,svmLinear,km,187,0.872641509433962,0.767772511848341
statlog-vehicle,svmLinear,km,188,0.867924528301887,0.76303317535545
statlog-vehicle,svmLinear,km,189,0.867924528301887,0.774881516587678
statlog-vehicle,svmLinear,km,190,0.882075471698113,0.748815165876777
statlog-vehicle,svmLinear,km,191,0.889150943396226,0.725118483412322
statlog-vehicle,svmLinear,km,192,0.865566037735849,0.767772511848341
statlog-vehicle,svmLinear,km,193,0.85377358490566,0.76303317535545
statlog-vehicle,svmLinear,km,194,0.875,0.765402843601896
statlog-vehicle,svmLinear,km,195,0.877358490566038,0.741706161137441
statlog-vehicle,svmLinear,km,196,0.860849056603774,0.760663507109005
statlog-vehicle,svmLinear,km,197,0.867924528301887,0.758293838862559
statlog-vehicle,svmLinear,km,198,0.884433962264151,0.741706161137441
statlog-vehicle,svmLinear,km,199,0.889150943396226,0.748815165876777
statlog-vehicle,svmLinear,km,200,0.882075471698113,0.760663507109005
